Author,Comment
@anneb.tehpotato3137,"I’m proud you defend yourself instead of letting the others bashing you &lt;3"
@samantharosee_xx6810,"This was a bad choice…… your team was right"
@ashleydexter8722,"COLLEEN YOU NEED TO SUE ANYONE WHO USES THIS SONG AS LEVERAGE"
@Kate-nm4ek,"this entire video is you deflecting"
@joyduve-browning,"i love you colleen, we are all human and make mistakes and at the time you thought it was funny and wasn&#39;t thinking, you didn&#39;t mean anything by it, you didn&#39;t hurt someone on purpose."
@turtle5609,"cancel culture is horrible. your true supporters know you and your heart and we love you. &lt;3"
@wonyder,"this is honestly digusting"
@ameena2573,"Ermmm what was this …"
@katietilling9956,"This is NOT ok."
@cetra5031,"U can hear her pain and its sad cuz u didnt do anything wrong"
@dreamally7592,"what happend ?"
@gabbydelgado5681,"Sending you so much love Colleen, come back! We miss you."
@brandienicolle9738,"People need to realize the &quot;proof&quot; has gaps, all they show are the small bits of the conversation. She admits to oversharing and crossing a line and doing things she shouldnt have to try and befriend these people. She was MATCHING their energy in the chats. She shouldnt have, but she did, because thats what people do when they try to get others to like them etc."
@alexandrasorg3103,"which is it colleen pick a storyline."
@Quentin-fi6zb,"Anybody who doesn’t like Colleen can just unsubscribe"
@mef123321,"Yes, you are only human and make mistakes just like the rest of us. ❤"
@marlouvanbeek4405,"literally what the hell is this dude?...."
@JS-rh8gk,"This is not taking accountability. Your mistakeS (emphasis on the s) weren’t apologized for."
@abirnassal4148,"sending you love Colleeen"
@rewatripathi1367,"now what the hell is this"
@randomness5985,"omg colleen. hi. luv u always"
@maggiemurray258,"oh Colleen, I&#39;m an OG who is going through Flynn, Twin, Colleen and Eric withdrawls.  You do You.  You are absolutely right, they do it for the views and money ,  The said part is, they can&#39;t grow up and move on, they just know how to be toxic. I&#39;m looking foward to your next video and maybe i&#39;ll run into you in July! P. S. I miss Flynn&#39;s intro song! Love  ya!"
@jeremybishop8057,"Cancel culture gets everyone. Welcome to the life of any conservative with any popularity for the past few years. Fuck cancel culture 😂🤙🏾"
@aliciadiaz9093,"Colleen , l have been watching you for ever and l love you so much ! You have gone through so much bad things in life and your fan has been with u every step of the way ! If they are talking bad about you then they wouldn’t your really fan of u right ! Please take care of you and your family and take as much as time as you need l love you with all my heart 😭💕💕💕❤️❤️😭😭😭😭"
@madiedenise,"what a weird thing to do when minors are involved thanks to your immaturity. please seek help."
@emilydiehl8289,"This HAS to be the worst thing you could’ve done. It’s time to take some responsibility and how DARE you undermine the literal children who have manipulated by you, an adult. This wasn’t it. <br><br>You need understand that this was HARMFUL no matter your intentions. Whether or not you intended to hurt someone, you did so take responsibility."
@HisPanicRoom,😬😬😬😬😬😬😬😬
@user-om7dz7fq1i,"She is taking accountability for her wrong doings but the internet does not care."
@MichaelAloe,"GOOODDBBYYEE LMAOO THIS IS WHACK"
@JC_1993,"Impact is greater than intention. You may not have bad intentions, but the impact you made has been greatly negative. This isn’t taking accountability, you took a serious situation you are involved in and made a song about you being a victim. You state that there’s “facts” but do not state any of them. If your past actions were a mistake, you apologize. You haven’t don’t this in this “quirky little song”. <br><br>You’re right, people on the internet are cruel and take things way too far. But I’m extremely disappointed in you."
@namtiddiecult,"girl WHAT ARE YOU DOING 😐"
@taylor-annwhitstine9219,"I will always support you! I saw the rumors and I was like are you serious. I’ve checked my subscribed videos every day because I’ve missed you. I don’t understand this cancel culture like everyone has done something in the past they aren’t proud of. Why are we bashing people just because we don’t like something. It doesn’t make any sense. <br>I’ve watched your videos for years. I felt I grew closer as a supporter when we were pregnant at the same time in 2021. We had our babies 3 days apart. She love’s watching the vlogs with me because of the twins.  You may not ever see this. But your true supporters will always be here so if you still have to take a break we understand and will still be here. I just hope you come back soon ❤️"
@emmaclark5836,girl
@bubblybgtx,"Colleen ballinger! I love you so so much! You are unfortunately going through this. I am so sorry. I know that you and your family are going through this."
@Damenschu2,"I am so so happy that you have not lost your strength and don&#39;t let these voices in your head. At least not enough to change you. My opinion on you also didn&#39;t change. I miss you quite a lot. Just sending you love."
@meganbspage6734,"So happy to see you<br>You again  I know the things they are  saying are not  true<br><br>Been watching  you for  2 years<br>Love you and  your fam"
@howtoart6269,"she accidentally uploaded her waitress audition video dw guys"
@lisaledger8652,"oh my gosh i miss you and family"
@icedtea_28,"AINT NO WAY"
@LittleMarySunshine4,pathetic
@222radar,"Stay strong."
@Emily-df5hs,"Instead of making a video actually apologizing you make one singing 😃"
@dstanton3689,"Colleen, you know your heart and your intentions. Everyone else doesn’t matter."
@svei5289,"This is… icky"
@Em-fs8ls,yikes
@cindyclark-neethling9112,❤️❤️❤️
@tabigirl1012,"this genuinely makes me sad, colleen. i used to look up to you so much. but seeing you come out with this video and pretending that these things being said aren&#39;t somewhat true. makes me really disappointed. but tbh i don&#39;t know what else i expected."
@Nazgolthesilvertongue,"ok it&#39;s time for you to step away from the cameras and Miranda persona and live your life off of the internet . Seriously ! You have a wonderful family, so just focus on that. I was so tired of you crying on your vlogs and now these allegations (which yes are snowballing). Just leave for the sake of your and your kid&#39;s mental health."
@matthews832,"I&#39;ve been watching youtube videos since 2007... and I can honestly say this is a first for me"
@chloemilllz,"It’s giving Sienna Mae dancing to apologize for SA. Do better."
@kaelynnm.5976,"You would think she would come up with something better after being silent for so long... This was really not it..."
@MissAmyTV,"HATERS BACK OFF!!! <br>Love you Colleen ❤"
@emilydemooy6428,"This was not it"
@sonyjuarez3126,"Sometimes in life you are damned if you do or damned if you do not . not one person who reads this can look at them self in the mirror and say that they are perfect. We are only human this does not mean that I believe everything that I hear it means that there is always multiple sides to a story"
@lluviag1119,"What did I miss ?! 😮"
@errornousers,"Wow this girl is literally playing the victim right now 💀✋🏼 I can’t even"
@mayah9885,"why is she singing?"
@jazlynntrosclair8233,🤍🤍
@carlijohnson7631,"I’ve been dealing with an intense amount of anxiety &amp; didn’t realize how much your videos helped me to not feel alone. I miss you! Come back! I hope you, Erik &amp; the kids are doing okay. ❤"
@user-uu4ps9lu4x,"We still love you❤️"
@angiechoi100,HUH
@newstart1651,"Love it, well sang-!!"
@kira7427,"Oh this is baaaaad"
@taran-ann,"Not the 2008 indie movie girlie ukelele apology 💀"
@jaidynburtch,"what the fuck is this…"
@ashleydexter8722,"I don’t give a fuck what anyone says! Those are TEENS not CHILDREN. If you worried about Colleen then you are going to freak when you find that there’s way more scarier things out there, especially what kids are doing in school."
@kamrinicole2437,"&quot;Rumors look like facts when you don&#39;t fill in the gaps.&quot;  Is so true."
@miaarranz2978,"HAHA ARE YOU SERIOUS COLLEEN? All this serious stuff and devastated children and you drop this steaming pile of shit? What is wrong with you?<br>Trying to be besties with children IS CREEPY. YOU DID IT <b>IN A CREEPY WAY</b>"
@tabichaaaa,"This was not “taking accountability”. You may not have had “bad intentions” but you know damn well that what you were doing was inappropriate. You didn’t just make a a mistake, you gave multiple children trauma and said some extremely hateful things thinking they would never come to light. I would be feeling so invalidated right now if I were one of those kids."
@Queedeewing,"a mistake happens once. you did it over and over and over again. to multiple people."
@microbiologist226,"this is so manipulative. disgusting"
@jenaeq,🩷❤️💜
@ProvoloneCheese,"Can&#39;t wait for the EDP445 rap"
@howtoart6269,"this is so dystopian"
@jessicacochran9808,"I love you colleen ❤ i miss you and all the babies. People are pathetic and im sorry."
@jaredvolkman7778,"THE AMOUNT OF HATERS ON HERE THAT WILL THINK THEY ATE W/ THEIR COMMENTS, KNOWING ALL TOO WELL THEY WATCHED THE WHOLE VIDEO 😂 <a href=""http://www.youtube.com/results?search_query=%23backoffhaters"">#backoffhaters</a> 🤪"
@abracadabra463,"Ope I love this"
@Lewlew066,"Lmao I can’t believe she came back with a performance. What a fucking joke."
@orapleeditslol,"wtf is this"
@alexandrasorg3103,"YOU CHANGED BUT YOU LEFT WEENIES LESS THAN A WEEK AGO??????"
@AwesomestBecky,"YOUR INTENTIONS DONT MATTER. WE WERE CHILDREN. YOU WERE THIRTY."
@KittahCat_,"Please be so for real 😭this isn’t it, this isn’t how you take accountability, your pr team prob had a very very good reason for you not saying much abt it 😭"
@simonadaugelaite5967,"So good to see your face i miss you girl. Hatters FUCK off"
@rachelstull8827,"It’s easy to be a perfect driver from the back seat. Glad to see you’re okay. ❤"
@katie_may55,Yikes.
@abbyg45,"Is this for real?"
@NickAikens,❤❤❤
@CassieV100,"girl be so fr rn"
@alexavaltroni6019,"this was so condescending and invalidating on every level."
@pushbar,"You should of also definitely turned off comments 😒"
@Liliacxeden,"Youre so pathetic, you&#39;re a grown woman and can&#39;t even acknowledge all these serious allegations? False or not this is staying on your record. Have some self respect"
@kenzzeei104,"how many takes did you need to record this"
@Lex-i,"What is this"
@arielkahnelover,"Hmm how about take responsibility and not deflect. This ain&#39;t it sweetie"
@nohomobutily,🍅🍅🍅🍅🍅🍅🍅
@Demi327SWS,"Taking notes from cat valentine. “He didn’t say I couldn’t siiiiing” 😭"
@haleyyoung6531,girl…
@miaz4766,"My jaw dropped when the ukulele came into frame. What the fuck?!"
@BarbuMA61,🙌💪🙌❤️🧡💛💚💙
@desidehoyos7774,"This is pathetic. This is a serious situation, stop trying to make light of this."
@Joeweee,"Oh that’s not…"
@nicolegreco9293,"So happy you responded this way. I’m so tired of cancel culture. You’ve taken accountability about this before and you’ve changed, that should be enough."
@spektader5607,"OMG you have a nice voice. But also you’re terrible 💕"
@katiepuzzled3510,"Hi Colleen, I have watched and supported your videos for the longest time and will continue to do so. As for the people who leave comments and make videos on the topic- you need to get the correct information and I believe that the only way of doing so is watching her videos and knowing how kind, generous and how much she has given back into the community. People need to remember that she is a human and that the internet thrives off rumours and dragging other people down. Why don’t we focus on people who have done genuine wrong, instead of people who made mistakes years ago and continues to work and improve on these mistakes."
@bugsandsnakes,🍅🍅🍅🍅🍅🍅🍅🍅
@mel6242,"I live in England but I stand with you and behind <a href=""http://you.im/"">you.im</a> so sorry this is happening in your life.i don&#39;t know who any of these people are and not much of what&#39;s Bern said but having watched you for over 3 years now I think you are one of the most kindest most giving people there are.please keep your head held high.i believe in you.stay strong.❤❤❤❤"
@adrisi,"so happy you are backkkk"
@edvinas.jakunskas,"Love the approach to this SH*T ❤<br>And as you said in your song, it does not change my support to you. ☀️"
@julia-xb6uv,"girl what"
@elizabethlebel5724,"Ok so i have no idea what&#39;s going on but Is this a first? Like a singing &quot;apologie&quot;, i&#39;m just flabbergasted."
@bugsandsnakes,🍅🍅🍅🍅🍅🍅
@alyssainezmolina,"who told you this was a good idea????"
@alijaharocho-fungone,"The perfect response!! Stay strong, Colleen!"
@helenalopez2133,"booo 🍅🍅"
@caitlinlewis6579,"And you thought a SONG would be the correct response to this situation?"
@user-xh7qg7bf6q,"this response gave me so much second hand embarrassment. u should have stayed quiet if u werent gonna take real accountability and just keep deflecting. tryna distract with that horrible &quot;performance&quot;🥱😹😹"
@mylvie1887,"This is well made, I like the satire.<br>Hope things get better. Hope ur able to TALK abt it soon."
@kasd6604,"Um... I LOVE this. What a way to respond."
@marshmallowmilkk9088,"Why can’t you just talk like a normal person I can’t listen to a ten minute long boring ass song Omg 😭"
@evemartin8421,"Don’t listen to them. People make mistakes the real ones who have seen you become a wonderful great mother know who you really are. Take care of yourself and that beautiful family of yours. You are worthy of so much."
@bradleymcginnis1231,"Miranda sings is 13+ so why is it my fault for talking to 14 year olds! 😩"
@Queedeewing,"you do NOT get to decide that you didn’t hurt people. what you should’ve done was taken in all this information and APOLOGIZED TO THESE PEOPLE. but instead you made a joke of a video, calling them liars."
@EllaTheBee,"My heart breaks, seeing you like this. You don&#39;t deserve this shitstorm. Nobody does. You are a human with mistakes (like all of us) and a very beautiful soul. You are missed here my friend. ♥"
@iLorah,"I honestly think you&#39;d have been better off not saying anything than this"
@yuyangst6270,"deranged human being what is actually wrong with you"
@laurienelsholz8644,❤️❤️❤️❤️❤️
@Quitecontrary95,"Yaaaay! I missed you"
@tabathapeters8067,"We, your actual fans know what&#39;s real. We love you Colleen"
@gpilots,"Girl. Be fuckin for real."
@colleenmoore8700,"Glad to see you back. I missed your videos."
@mikusheadphones,"This is so fucking disgusting"
@toriiyayy,"what on earth is this?"
@angeliquetingler1119,"I hope you take the time to read these comments. You have sooo many people that love and support you and know it&#39;s all been twisted and manipulated. It&#39;s been a hot minute since the cancel culture decided to hang someone. Im so sorry it was you. Love you and your family."
@AriCircuit,"bro what the fuck :skull: undo this shit right now"
@biatheway3342,"i can&#39;t believe she could be even more annoying"
@---dk6zt,"This idiot thinks she’s in a musical 🤣 take accountability weirdo . There’s receipts of your actions. A simple “im sorry” was all you have to do"
@GlazedMercury,"This is why we need to bring back the dislike button."
@allycatania2573,"Why are u singing colleen if u would have just said what u needed to say it would have blown away"
@Staycloud9.,"This is unserious"
@ForceOfWill_Dev,"ho-lee cow sis this is so unserious"
@ashyhii,"Is it only me or there is a pattern forming up? First James, now Colleen. How is it that every big YouTuber has done &quot;mistakes&quot; like that? If all the rumours are true then this video wasn&#39;t an apology, it didnt even gave facts with proof. On the other hand if the rumours arent true then i guess the only think you can do is give away all the evidence you have supporting you. This could really blow your reputation to crumbles.. Either way one side is lying, im not taking any sides cause its literally not my business, but someone has to take responsibility one way or another."
@ThisRescueRiviera,"Not the ukulele, WHERE IS THE PR TEAM???????"
@LifeOfRAD,"I agree that people make mistakes and can grow from their actions. I have always loved and supported you and I hope you are doing well and grow from this!"
@lauraa4294,"I hope this means you&#39;re back 🥲. You have been missed so so much!!!    MUCH LOVE TO YOU, ERIK, COCO, AND THE KIDDOS ❤❤❤❤❤❤❤"
@PamelasLas,"Actress 😂😂😂"
@rhmua7110,"i love you. i believe you and i support you. and no i’m not an exception or just a fan on youtube. i’ve seen everything and how words were twisted and people trying to gain something by making horrible accusations. but from the bottom of my heart, so many of us know who you truly are and will continue loving and supporting you. you got this and we got you 🤍"
@greendaychick1039,"are you friends with gabby hanna"
@elizabethp5517,"Why did you commission a bunch of kids to put tampons in their mouths and take pictures?"
@fb4729,"You’re the biggest joke i ever saw"
@josefine2544,Yikes
@cassidybeachy9857,"😭♥️♥️ glad to see your face"
@Bozemannn,"You are playing victim here. It is really disappointing and I imagine you’ll hop off the internet after this for awhile."
@salemwhite2446,"IMMEDIATE ukelele huh? Jesus Christ, I thought I’d seen the worst youtuber apology already but this takes the cake. Show receipts or shut up about this not being true. Everyone’s got evidence and you have a ukelele."
@lorifoster4166,"Miss you a lot Colleen!  Nothing but TROLLS!  Can’t wait to see you again everyday!  They don’t know you at ALL!"
